20100916,212935,230,3,6,40,50.052128,14.534634,2,1,False,E
20100916,213031,230,3,6,42,50.048802,14.548801,2,1,False,E
20100916,213037,230,3,6,39,50.053476,14.548071,2,1,False,E
20100916,213051,230,3,6,43,50.047225,14.536522,2,1,False,E
20100916,213116,230,3,6,44,50.043899,14.550689,2,1,False,E
20100916,213148,230,3,6,45,50.044807,14.558335,2,1,False,E
20100916,213238,230,3,6,46,50.048704,14.553362,2,1,False,E
20100916,213324,230,3,6,47,50.041035,14.565252,2,1,False,E
20100916,213327,230,3,6,48,50.044606,14.568368,2,1,False,E
20100916,213359,230,3,6,49,50.040997,14.552996,2,1,False,E
20100916,213826,230,3,6,48,50.044606,14.568368,2,1,False,E
20100917,60636,230,3,6,49,50.040997,14.552996,2,2,False,M
20100917,60914,230,3,6,48,50.044606,14.568368,2,2,False,M
20100917,60932,230,3,6,47,50.041035,14.565252,2,2,False,M
20100917,60936,230,3,6,46,50.048704,14.553362,2,2,False,M
20100917,61118,230,3,6,50,50.050198,14.566495,2,2,False,M
20100917,61357,230,3,6,51,50.050929,14.576607,2,2,False,M
20100917,61404,230,3,7,52,50.049823,14.576304,2,2,False,M
20100917,61413,230,3,7,53,50.054311,14.5613,2,2,False,M
20100917,61428,230,3,6,54,50.053188,14.5613,2,2,False,M
20100917,61615,230,3,6,55,50.06161,14.553762,2,2,False,M
20100917,61930,230,3,6,56,50.058379,14.546183,2,2,False,M
20100917,62053,230,3,6,57,50.058826,14.534309,2,2,False,M
20100917,62107,230,3,6,38,50.062191,14.542474,2,2,False,M
20100917,62232,230,3,6,58,50.064825,14.527234,2,2,False,M
20100917,62300,230,3,6,38,50.062191,14.542474,2,2,False,M
20100917,62326,230,3,6,58,50.064825,14.527234,2,2,False,M
20100917,62358,230,3,6,59,50.062696,14.517201,2,2,False,M
20100917,62407,230,3,6,34,50.072612,14.511606,2,2,False,M
20100917,62428,230,3,6,59,50.062696,14.517201,2,2,False,M
20100917,62431,230,3,6,33,50.069076,14.50918,2,2,False,M
20100917,62443,230,3,6,59,50.062696,14.517201,2,2,False,M
20100917,62521,230,3,6,33,50.069076,14.50918,2,2,False,M
20100917,62527,230,3,6,34,50.072612,14.511606,2,2,False,M
20100917,62709,230,3,1,31,50.067988,14.506768,2,2,False,M
20100917,62813,230,3,6,32,50.068199,14.514701,2,2,False,M
20100917,62817,230,3,6,60,50.0725,14.500402,2,2,False,M
20100917,62829,230,3,7,61,50.07039,14.510297,2,2,False,M
20100917,62838,230,3,7,62,50.066607,14.508177,2,2,False,M
20100917,62852,230,3,6,30,50.066022,14.503034,2,2,False,M
20100917,62853,230,3,6,33,50.069076,14.50918,2,2,False,M
20100917,62941,230,3,1,31,50.067988,14.506768,2,2,False,M
20100917,63117,230,3,6,60,50.0725,14.500402,2,2,False,M
20100917,63127,230,3,1,31,50.067988,14.506768,2,2,False,M
20100917,63141,230,3,6,32,50.068199,14.514701,2,2,False,M
20100917,63159,230,3,6,34,50.072612,14.511606,2,2,False,M
20100917,63205,230,3,6,30,50.066022,14.503034,2,2,False,M
20100917,63355,230,3,3,28,50.074297,14.428297,2,2,False,M
20100917,63609,0,0,0,3,0,0,2,2,False,M
20100917,63807,230,3,3,27,50.074297,14.428297,2,2,False,M
20100917,63844,0,0,0,3,0,0,2,2,False,M
20100917,63949,230,3,3,28,50.074297,14.428297,2,2,False,M
20100917,64041,0,0,0,3,0,0,2,2,False,M
20100917,64113,230,3,3,27,50.074297,14.428297,2,2,False,M
20100917,64220,0,0,0,3,0,0,2,2,False,M
20100917,64257,230,3,3,28,50.074297,14.428297,2,2,False,M
20100917,64343,0,0,0,3,0,0,2,2,False,M
20100917,64422,230,3,3,27,50.074297,14.428297,2,2,False,M
20100917,64517,0,0,0,3,0,0,2,2,False,M
20100917,64552,230,3,3,26,50.074297,14.428297,2,2,False,M
20100917,64710,0,0,0,3,0,0,2,2,False,M
20100917,64732,230,3,3,9,50.074297,14.428297,2,2,False,M
20100917,65125,230,3,4,63,50.082927,14.420874,2,2,False,M
20100917,65141,230,3,4,64,50.085427,14.425494,2,2,False,M
20100917,65201,230,3,5,65,50.083,14.424,2,2,False,M
20100917,65202,230,3,5,66,50.083,14.422,2,2,False,M
20100917,65301,230,3,5,67,50.083,14.424,2,2,False,M
20100917,65313,230,3,5,66,50.083,14.422,2,2,False,M
20100917,65317,230,3,5,68,50.082,14.422,2,2,False,M
20100917,65344,230,3,5,66,50.083,14.422,2,2,False,M
20100917,65423,230,3,5,69,50.079,14.422,2,2,False,M
20100917,65440,230,3,5,66,50.083,14.422,2,2,False,M
20100917,65646,230,3,5,70,50.082,14.422,2,2,False,M
20100917,65707,230,3,5,66,50.083,14.422,2,2,False,M
20100917,65722,230,3,5,69,50.079,14.422,2,2,False,M
20100917,65800,230,3,5,70,50.082,14.422,2,2,False,M
20100917,65846,230,3,5,66,50.083,14.422,2,2,False,M
20100917,70209,230,3,5,71,50.082,14.422,2,2,False,M
20100917,70244,230,3,4,72,50.08151,14.422788,2,2,False,M
20100917,70252,230,3,4,73,50.081538,14.424069,2,2,False,M
20100917,70309,230,3,5,66,50.083,14.422,2,2,False,M
20100917,70443,230,3,5,70,50.082,14.422,2,2,False,M
20100917,70452,230,3,5,66,50.083,14.422,2,2,False,M
20100917,70654,230,3,5,69,50.079,14.422,2,2,False,M
20100917,70701,230,3,5,66,50.083,14.422,2,2,False,M
20100917,70915,230,3,5,69,50.079,14.422,2,2,False,M
20100917,70923,230,3,5,66,50.083,14.422,2,2,False,M
20100917,71147,230,3,5,67,50.083,14.424,2,2,False,M
20100917,71531,230,3,3,9,50.074297,14.428297,2,2,False,M
20100917,71758,0,0,0,3,0,0,2,2,False,M
20100917,71759,230,3,3,8,50.074297,14.428297,2,2,False,M
20100917,71918,0,0,0,3,0,0,2,2,False,M
20100917,71951,230,3,3,7,50.074297,14.428297,2,2,False,M
20100917,72051,0,0,0,3,0,0,2,2,False,M
20100917,72125,230,3,3,8,50.074297,14.428297,2,2,False,M
20100917,72228,0,0,0,3,0,0,2,2,False,M
20100917,72303,230,3,3,7,50.074297,14.428297,2,2,False,M
20100917,72457,230,3,1,2,50.105526,14.393218,2,2,False,M
20100917,72558,230,3,1,5,50.097338,14.392858,2,2,False,M
20100917,81830,0,0,0,3,0,0,2,2,False,M
20100917,81831,230,3,1,2,50.105526,14.393218,2,2,False,M
20100917,81852,0,0,0,3,0,0,2,2,False,M
20100917,81853,230,3,1,2,50.105526,14.393218,2,2,False,M
20100917,82154,230,3,1,5,50.097338,14.392858,2,2,False,M
20100917,82207,230,3,1,2,50.105526,14.393218,2,2,False,M
20100917,82232,230,3,1,5,50.097338,14.392858,2,2,False,M
20100917,82245,230,3,1,2,50.105526,14.393218,2,2,False,M
20100917,82254,230,3,1,1,50.102976,14.399171,2,2,False,M
